ÐòºÅ,Á÷¿Ø×´Ì¬,¸æ¾¯,º½°àºÅ,º½°à×´Ì¬,»úÐÍ,×¢²áºÅ,Ö´ÐÐÈÕÆÚ,Æð·ÉÅÜµÀ,½µÂäÅÜµÀ,³ö·¢µØ,Ä¿µÄµØ,Æð·É»ú³¡,½µÂä»ú³¡,¼Æ»®½µÂä»ú³¡,SOBT,EOBT,TOBT,CTOT,ATOT,ÑÓÎó»ù×¼,COBT,AEGT,AOBT,ËÉÉ²³µ,³ý±ùÊ±³¤,OTOBT,TTOT,SLDT,ELDT,CLDT,ALDT,CTOT²¹³ä,²ÈÉ²³µ,AIBT,ACGT,CPL_RMK,Ñ²º½¸ß¶È,Ñ²º½ËÙ¶È,º½  Â·,·ÅÐÐÑÓÎó»ù×¼,ÑÓÎóÊ±³¤,¼ÆËãÊ¹ÓÃµÄÆð·ÉÊ±¼ä,ÔÊÐíÆð·ÉÑÓÎóÊ±¼ä,×î½üµÄÁ÷¿Ø½áÊøÊ±¼ä,×î½üµÄÁ÷¿Ø¿ªÊ¼Ê±¼ä,¼Æ»®Î¨Ò»±êÊ¶,VIP±ê¼Ç,¹Ø×¢,Á÷¿Ø,ÌØÊâÁ÷¿Ø,»íÃâÁ÷¿ØºÅ,µÈ´ý³Ø/±£»¤³Ø±êÊ¶,²¹°à±ê¼Ç,Ëø¶¨×´Ì¬,Ëø¶¨ÀàÐÍ,¹«Ë¾ºË¶Ô,»ú³¡ºË¶Ô,º½°à¹ÒÆð±êÊ¶,µ÷Ê±±êÊ¶,º½°à»íÃâ±êÊ¶,ÈË¹¤»íÃâÕ¼Á¿,ÈË¹¤»íÃâ²»Õ¼Á¿,ÈË¹¤ÊÜÏÞ,·µº½/±¸½µ±êÊ¶,¸´·É±êÊ¶,¶þ´Î´úÂë,ETD,STOT,µ±Ç°×´Ì¬,ÈÝÁ¿»íÃâ,¼Æ»®ºÅ,µÈ´ý³Ø¹ØÁªÁ÷¿Ø,ÍÆ³ö»úÎ»,½ø¸Û»úÎ»,CTOT¸æ¾¯±êÖ¾,Ç°Ðò·µº½/±¸½µ±êÊ¶,·ÉÐÐÀàÐÍ,ÈË¹¤ÉèÖÃÒþ²Ø,ÊÇ·ñÐèÒª³ý±ù,CTOTÐÞ¸Ä±¸×¢,È¡Ïû±êÊ¶,É¾³ý±ê¼Ç,ÈÎÎñÀàÐÍ,CTOTÐÞ¸ÄÈ¨ÏÞµ¥Î»,ÐÞ¸ÄVIPÏ¯Î»¼¶±ð,Ê±Ï¶½»»»±êÊ¶,¹«Ë¾,
84,0,0,CDG4924,OVE,B738/M,B1438,20240115,25,31,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ì«Ô­/ÎäËÞ,ZWWW,ZBYN,ZBYN,2024-1-15 11:00,2024-1-15 11:00,,,2024-1-15 11:16,2.02401E+13,,2.02401E+13,2024-1-15 10:45,2.02401E+13,0,2024-1-15 10:47,2024-1-15 11:03,2024-1-15 14:30,2024-1-15 14:18,,2024-1-15 14:35,0,2.02401E+13,,,,S1010,K0848,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 GODON W87 TYN,,-540,2024-1-15 11:16,25,,,d1137b9b1eff4e2ca8ad37534c110c36,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2313,2024-1-15 11:16,2024-1-15 11:16,ARR,,39654,,7,106,,0,S,0,1,,N,N,W/Z,,0,,CDG,
85,0,0,CSH9220,OVE,B738/M,B1451,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 11:10,2024-1-15 11:10,,,2024-1-15 11:32,2.02401E+13,,2.02401E+13,2024-1-15 10:51,2.02401E+13,0,2024-1-15 10:57,2024-1-15 11:13,2024-1-15 15:25,2024-1-15 15:44,,2024-1-15 16:10,0,2.02401E+13,,,,S1070,K0818,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0811S0890 W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG B208 HFE R343 SASAN/K0766S0890,,-180,2024-1-15 11:32,25,,,5626cbea8534491fb072bf93dec5f91d,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2314,2024-1-15 11:26,2024-1-15 11:26,ARR,,68162,,6,225,,U,S,0,1,,N,N,W/Z,,0,,CSH,
86,0,0,CCA4202,ARR,A21N/M,B327S,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ë«Á÷,ZWWW,ZUUU,ZUUU,2024-1-15 11:20,2024-1-15 11:20,,,2024-1-15 11:41,2.02401E+13,,2.02401E+13,2024-1-15 11:26,2.02401E+13,0,2024-1-15 11:27,2024-1-15 11:43,2024-1-15 14:40,2024-1-15 14:35,,2024-1-15 15:05,0,2.02401E+13,2024-1-15 15:05,,,S1010,K0818,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 MEXAD,2.02401E+13,-240,2024-1-15 11:41,25,,,6b92a54338c54baaa6f522f5307ed3d8,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A7430,2024-1-15 11:36,2024-1-15 11:36,ARR,,40507,,9,171,,U,S,0,2,,N,N,W/Z,,0,,CCA,
87,0,0,CSN6913,OVE,B738/M,B1952,20240115,25,17R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/´óÐË,ZWWW,ZBAD,ZBAD,2024-1-15 11:30,2024-1-15 11:30,,,2024-1-15 11:36,2.02401E+13,,2.02401E+13,2024-1-15 11:10,2.02401E+13,0,2024-1-15 11:17,2024-1-15 11:35,2024-1-15 15:00,2024-1-15 14:57,,2024-1-15 15:07,0,,,,,S0890,K0770,WUR W190 ADPET W188 GOVSA W66 DKO W64 PUKOL/K0695S0690 W64 ELAPU,,-1140,2024-1-15 11:36,25,,,5c7e3363436c4bca9b8b9aa24ca17773,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2336,2024-1-15 11:48,2024-1-15 11:48,ARR,,56157,,47,162,,U,S,0,1,,N,N,W/Z,,0,,CSN,
88,0,0,CSN6971,OVE,B738/M,B5767,20240115,25,7,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÄÏ¾©/Â»¿Ú,ZWWW,ZSNJ,ZSNJ,2024-1-15 11:30,2024-1-15 11:30,,2024-1-15 11:47,2024-1-15 11:50,2.02401E+13,2024-1-15 11:30,,2024-1-15 11:24,2.02401E+13,0,2024-1-15 11:15,2024-1-15 11:32,2024-1-15 16:07,2024-1-15 15:50,2024-1-15 15:50,2024-1-15 16:14,0,,,,,S0890,K0789,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 P542/K0736S0750 H11 ML W118 REVKU H48 FYG B208 HFE W51 LEGIV W164 OREVO,2.02401E+13,-300,2024-1-15 11:50,25,,,5b107f78eec54ad497aa982ef67c2f8e,,,,0,,,0,1,,5,5,0,0,0,,,,U,N,A2317,2024-1-15 11:47,2024-1-15 11:47,ARR,,77404,,40,116,,U,S,0,2,,N,N,W/Z,,0,,CSN,
89,0,0,CSN6981,OVE,B738/M,B1747,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÉÏº£/ºçÇÅ,ZWWW,ZSSS,ZSSS,2024-1-15 11:30,2024-1-15 11:30,,,2024-1-15 11:47,2.02401E+13,,2.02401E+13,2024-1-15 11:21,2.02401E+13,0,2024-1-15 11:15,2024-1-15 11:33,2024-1-15 15:55,2024-1-15 16:08,,2024-1-15 16:20,0,,,,,S0890,K0789,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML W118 REVKU H48 FYG/K0742S0810 B208 HFE R343 SASAN,2.02401E+13,-480,2024-1-15 11:47,25,,,f9d7829016214a0ca2173eb508ac84d6,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2331,2024-1-15 11:48,2024-1-15 11:48,ARR,,55746,,29,269,,U,S,0,2,,N,N,W/Z,,0,,CSN,
90,0,0,CSN6967,OVE,B738/M,B1283,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¼ÃÄÏ/Ò£Ç½,ZWWW,ZSJN,ZSJN,2024-1-15 11:40,2024-1-15 11:40,,,2024-1-15 11:56,2.02401E+13,,2.02401E+13,2024-1-15 11:22,2.02401E+13,0,2024-1-15 11:25,2024-1-15 11:44,2024-1-15 15:45,2024-1-15 15:43,,2024-1-15 15:53,0,,2024-1-15 15:53,,,S0950,K0765,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 APOGO/K0715S0690 B215 GODON W87 TYN B208 TAMIX/K0708S0630 W4 GULEK,2.02401E+13,-540,2024-1-15 11:56,25,,,f2372840b2f54747970544eb514cb664,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A7416,2024-1-15 11:59,2024-1-15 11:59,ARR,,55783,,32,19,,U,S,0,2,,N,N,W/Z,,0,,CSN,
91,0,0,CGN6008,OVE,B738/M,B1161,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 11:40,2024-1-15 11:40,2024-1-15 11:25,2024-1-15 12:00,2024-1-15 11:59,2.02401E+13,2024-1-15 11:44,2.02401E+13,2024-1-15 11:23,2.02401E+13,0,2024-1-15 11:29,2024-1-15 11:41,2024-1-15 14:55,2024-1-15 14:48,2024-1-15 15:00,2024-1-15 15:09,0,,,2.02401E+13,,S0950,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO,2.02401E+13,-360,2024-1-15 11:59,25,,,9efe4bcee3e647e38441285b0ca39158,,,,0,,,0,1,,5,5,0,0,0,,,,U,N,A2337,2024-1-15 11:56,2024-1-15 11:56,ARR,,43779,,2,102,,U,S,0,2,,N,N,W/Z,,0,,CGN,
92,4,0,CSN6957,OVE,B788/H,B2726,20240115,25,8,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÈýÑÇ/·ï»Ë,ZWWW,ZJSY,ZJSY,2024-1-15 11:40,2024-1-15 11:40,,2024-1-15 12:14,2024-1-15 12:21,2.02401E+13,2024-1-15 11:54,,2024-1-15 11:39,2.02401E+13,0,2024-1-15 11:27,2024-1-15 12:14,2024-1-15 17:02,2024-1-15 16:29,2024-1-15 17:05,2024-1-15 17:28,0,2.02401E+13,2024-1-15 17:35,,,S1190,K0885,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 KWE W181 P478/K0925S1160 H68 P479/K0911S1130 R339 BHY/K0922S1130 W70 PEGDU/K0911S1130 W70 NYB G221 WL,,960,2024-1-15 12:21,25,,,1d0f650b024045a383d75dd9e1348a50,,,RES_GDP_20240114221245R510_222840082R414,,0,,,0,1,0,5,5,0,0,0,,,,U,N,A2304,2024-1-15 12:00,2024-1-15 12:00,ARR,,164258,,39,314,,0,S,0,1,,N,N,W/Z,,0,,CSN
93,0,0,GCR7465,ARR,E190/M,B3182,20240115,25,20,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Í¼Ä¾Êæ¿Ë/ÌÆÍõ³Ç,ZWWW,ZWTS,ZWTS,2024-1-15 11:45,2024-1-15 11:45,,,2024-1-15 12:07,2.02401E+13,,,2024-1-15 11:43,2.02401E+13,0,2024-1-15 11:32,2024-1-15 11:48,2024-1-15 13:27,2024-1-15 13:10,,2024-1-15 13:38,0,2.02401E+13,,,,S0720,M075,WUR B215 KABDO W119 LESVI J243 TMS,,-180,2024-1-15 12:07,25,,,993aed5e2c61495abf9ca5452876f989,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1024,2024-1-15 12:01,2024-1-15 12:01,ARR,,62626,,1,,,0,S,0,1,,N,N,W/Z,,0,,GCR,
94,0,0,CSN6825,ARR,B737/M,B5283,20240115,25,24,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÒÁÄþ,ZWWW,ZWYN,ZWYN,2024-1-15 11:50,2024-1-15 11:50,,,2024-1-15 12:04,2.02401E+13,,2.02401E+13,2024-1-15 11:40,2.02401E+13,0,2024-1-15 11:35,2024-1-15 11:53,2024-1-15 13:02,2024-1-15 12:44,,2024-1-15 13:02,0,,,,,S0840,K0749,WUR B215 KABDO W119 OGEDI H71 YNN,2.02401E+13,-660,2024-1-15 12:04,25,,,bb256fcda9484ef581e10b7ae25555e1,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A0660,2024-1-15 12:08,2024-1-15 12:08,ARR,,56175,,30,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
95,0,0,CSN6925,ARR,B738/M,B1365,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 11:50,2024-1-15 11:50,,,2024-1-15 12:11,2.02401E+13,,2.02401E+13,2024-1-15 11:40,2.02401E+13,0,2024-1-15 11:44,2024-1-15 12:01,2024-1-15 15:32,2024-1-15 15:28,,2024-1-15 15:41,0,,,,,S0950,K0790,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/K0739S0750 B330 AKVEP/K0740S0690 B330 PIMEL/K0723S0630 B330 MEXAD,2.02401E+13,-240,2024-1-15 12:11,25,,,a478ddce8afd43f183b88d3aa28c20ac,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2307,2024-1-15 12:07,2024-1-15 12:07,ARR,,77461,,38,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
96,0,0,CSN6931,ATX,B738/M,B1736,20240115,25,30L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 11:55,2024-1-15 11:55,,,2024-1-15 12:17,2.02401E+13,,2.02401E+13,2024-1-15 11:54,2.02401E+13,0,2024-1-15 11:53,2024-1-15 12:11,2024-1-15 15:57,2024-1-15 15:38,,2024-1-15 16:02,0,,2024-1-15 16:09,,,S0950,K0818,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 JIG/K0793S0890 W214 HO H14 P396 H131 UGSUT H11 SHX W4 LIMGI H103 P52,2.02401E+13,-180,2024-1-15 12:17,25,,,a36828a3ada0434380bad59092961cba,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2301,2024-1-15 12:13,2024-1-15 12:13,ARR,,55704,,28,204,,U,S,0,2,,N,N,W/Z,,0,,CSN,
97,0,0,LKE9672,ARR,B738/M,B7992,20240115,25,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 11:55,2024-1-15 11:55,,,2024-1-15 12:02,2.02401E+13,,,2024-1-15 11:37,,0,2024-1-15 11:49,2024-1-15 12:05,2024-1-15 15:27,2024-1-15 15:36,,2024-1-15 15:52,0,,,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 MEXAD,2.02401E+13,-1080,2024-1-15 12:02,25,,,07dfbdfa17304ef38dbd44aeaee8aa36,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A7426,2024-1-15 12:11,2024-1-15 12:11,ARR,,65393,,8,,,U,S,0,2,,N,N,W/Z,,0,,LKE,
98,0,0,GCR7497,ARR,E190/M,B3128,20240115,25,6,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÌìÂí,ZWWW,ZWZS,ZWZS,2024-1-15 11:55,2024-1-15 11:55,,,2024-1-15 12:13,2.02401E+13,,,2024-1-15 11:49,,0,2024-1-15 11:54,2024-1-15 12:09,2024-1-15 13:17,2024-1-15 12:50,,2024-1-15 13:21,0,,,,,S0920,M075,WUR B215 KABDO W119 OGEDI H71 P260 H72 NLT A343 P178,2.02401E+13,-420,2024-1-15 12:13,25,,,01d056b6c8884a1ab76eb8b950c0d9be,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1017,2024-1-15 12:10,2024-1-15 12:10,ARR,,79248,,5,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
99,0,0,HBH3298,OVE,B738/M,B5753,20240115,25,15,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ê¯¼Ò×¯/Õý¶¨,ZWWW,ZBSJ,ZBSJ,2024-1-15 12:40,2024-1-15 12:40,2024-1-15 12:35,,2024-1-15 12:43,2.02401E+13,,2.02401E+13,2024-1-15 12:28,2.02401E+13,0,2024-1-15 12:29,2024-1-15 12:52,2024-1-15 16:05,2024-1-15 16:10,,2024-1-15 16:13,0,2.02401E+13,2024-1-15 16:18,,,S1070,K0850,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD B215 GODON W87 PARTU G212 TONOV,2.02401E+13,-1320,2024-1-15 12:43,25,,,e538a40689d7441880c3b6b5152f99aa,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2333,2024-1-15 12:57,2024-1-15 12:57,ARR,,62747,,44,209,,U,S,0,2,,N,N,W/Z,,0,,HBH,
100,0,0,CHB6288,OVE,A320/M,B1897,20240115,25,30L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 12:40,2024-1-15 12:40,,,2024-1-15 12:33,2.02401E+13,,2.02401E+13,2024-1-15 12:21,2.02401E+13,0,2024-1-15 12:25,2024-1-15 12:41,2024-1-15 16:27,2024-1-15 16:23,,2024-1-15 16:16,0,2.02401E+13,2024-1-15 16:22,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/M078S0750 W214 HO H14 P396 H131 UGSUT H11 SHX W4 LIMGI H103 P52,2.02401E+13,-1920,2024-1-15 12:33,25,,,307be49712f3489eaffd28c4d269c7cd,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2323,2024-1-15 12:56,2024-1-15 12:56,ARR,,45091,,3,244,,U,S,0,2,,N,N,W/Z,,0,,CHB,
101,0,0,CSN6843,ARR,B738/M,B7972,20240115,25,30,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°¢ÀÕÌ©/Ñ©¶¼,ZWWW,ZWAT,ZWAT,2024-1-15 12:40,2024-1-15 12:40,,,2024-1-15 12:37,2.02401E+13,,2.02401E+13,2024-1-15 12:23,2.02401E+13,0,2024-1-15 12:25,2024-1-15 12:41,2024-1-15 13:52,2024-1-15 13:38,,2024-1-15 13:35,0,,,,,S0890,K0798,WUR W190 ADPET/K0776S0840 B206 TAI,2.02401E+13,-1680,2024-1-15 12:37,25,,,732dbe3f23dc4c738b52fe3d9dc9c64c,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1022,2024-1-15 12:56,2024-1-15 12:56,ARR,,56042,,23,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
102,0,0,CSN6883,OVE,B738/M,B7971,20240115,25,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 12:45,2024-1-15 12:45,,2024-1-15 13:12,2024-1-15 13:10,2.02401E+13,2024-1-15 12:56,2.02401E+13,2024-1-15 12:48,2.02401E+13,0,2024-1-15 12:56,2024-1-15 13:12,2024-1-15 17:45,2024-1-15 17:53,2024-1-15 17:53,2024-1-15 18:18,0,,,,,S0890,K0790,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT A599 IGIVI/K0751S0810 A599 BIPOP/K0720S0690 A599 P93/K0696S0570 A599 GYA,2.02401E+13,0,2024-1-15 13:10,25,,,915ca256b7e843088e2704a8c4879452,,,,0,,,0,1,0,5,5,0,0,,,,,U,N,A2320,2024-1-15 13:01,2024-1-15 13:01,ARR,,56184,,42,273,,U,S,0,2,,N,N,W/Z,,0,,CSN,
103,0,0,GCR7477,ARR,E190/M,B3155,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿â³µ/¹ê×È,ZWWW,ZWKC,ZWKC,2024-1-15 12:45,2024-1-15 12:45,,,2024-1-15 12:57,2.02401E+13,,,2024-1-15 12:46,2.02401E+13,0,2024-1-15 13:03,2024-1-15 13:18,2024-1-15 13:57,2024-1-15 13:39,,2024-1-15 13:59,0,2.02401E+13,,,,S0920,M075,WUR B215 KABDO W119 P267 H79 XKC,2.02401E+13,-780,2024-1-15 12:57,25,,,274c68038dba47349f34c08e244f148a,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1026,2024-1-15 13:00,2024-1-15 13:00,ARR,,62548,,101,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
104,0,0,CCA1275,ARR,B38M/M,B1225,20240115,25,27,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,°¢¿ËËÕ/ºìÆìÆÂ,ZWWW,ZWAK,ZWAK,2024-1-15 12:45,2024-1-15 12:45,,,2024-1-15 12:52,2.02401E+13,,2.02401E+13,2024-1-15 12:33,2.02401E+13,0,2024-1-15 12:30,2024-1-15 12:45,2024-1-15 14:07,2024-1-15 13:48,,2024-1-15 14:01,0,2.02401E+13,,,,S0920,K0821,WUR B215 KABDO W119 AKS,2.02401E+13,-1080,2024-1-15 12:52,25,,,62cf1272c60c45efae90731f1dfb02fe,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A0654,2024-1-15 13:00,2024-1-15 13:00,ARR,,36486,,11,,,U,S,0,2,,N,N,W/Z,,0,,CCA,
105,0,0,CSN6823,ARR,B737/M,B5290,20240115,25,24,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÒÁÄþ,ZWWW,ZWYN,ZWYN,2024-1-15 12:50,2024-1-15 12:50,,,2024-1-15 13:02,2.02401E+13,,2.02401E+13,2024-1-15 12:40,2.02401E+13,0,2024-1-15 12:43,2024-1-15 13:00,2024-1-15 13:52,2024-1-15 13:44,,2024-1-15 14:02,0,,,,,S0840,K0749,WUR B215 KABDO W119 OGEDI H71 YNN,2.02401E+13,-780,2024-1-15 13:02,25,,,2a3302e8ed3c46a78039cba541205c44,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A1014,2024-1-15 13:07,2024-1-15 13:07,ARR,,56144,,40,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
106,0,0,UEA2866,ARR,A20N/M,B32ER,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ë«Á÷,ZWWW,ZUUU,ZUUU,2024-1-15 12:55,2024-1-15 12:55,,,2024-1-15 12:49,2.02401E+13,,2.02401E+13,2024-1-15 12:32,2.02401E+13,0,2024-1-15 12:40,2024-1-15 12:56,2024-1-15 16:25,2024-1-15 16:11,,2024-1-15 16:14,0,2.02401E+13,2024-1-15 16:14,2.02401E+13,,S1070,K0800,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 MEXAD,2.02401E+13,-1860,2024-1-15 12:49,25,,,a9c77a865dfb407399239674dc9859ba,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2311,2024-1-15 13:11,2024-1-15 13:11,ARR,,68023,,14,142,,U,S,0,2,,N,N,W/Z,,0,,UEA,
107,0,0,CSN6692,ARR,B38M/M,B205M,20240115,25,26,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¿¦Ê²/áâÄþ,ZWWW,ZWSH,ZWSH,2024-1-15 12:55,2024-1-15 12:55,,,2024-1-15 13:17,2.02401E+13,,2.02401E+13,2024-1-15 12:38,2.02401E+13,0,2024-1-15 12:40,2024-1-15 12:58,2024-1-15 14:52,2024-1-15 14:31,,2024-1-15 14:56,0,,,,,S0920,K0801,WUR B215 KABDO W119 AKS W176 KHG,2.02401E+13,-180,2024-1-15 13:17,25,,,2ea74cfc916646b7a812714c994a96bc,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2527,2024-1-15 13:13,2024-1-15 13:13,ARR,,77322,,34,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
108,0,0,CSN6815,ARR,B737/M,B5241,20240115,25,29,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ºÍÌï/À¥¸Ô,ZWWW,ZWTN,ZWTN,2024-1-15 12:55,2024-1-15 12:55,,,2024-1-15 13:14,2.02401E+13,,2.02401E+13,2024-1-15 12:40,2.02401E+13,0,2024-1-15 12:42,2024-1-15 13:00,2024-1-15 14:52,2024-1-15 14:40,,2024-1-15 15:00,0,,,,,S0920,K0720,WUR B215 KABDO W119 LESVI H67 HTN,,-360,2024-1-15 13:14,25,,,e200aecc7dc843ba8040e83be1edb6e3,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A0662,2024-1-15 13:13,2024-1-15 13:13,ARR,,56239,,45,,,U,S,0,1,,N,N,W/Z,,0,,CSN,
109,0,0,CSC8572,ARR,A20N/M,B8683,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ë«Á÷,ZWWW,ZUUU,ZUUU,2024-1-15 12:55,2024-1-15 12:55,,,2024-1-15 13:06,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 12:43,2024-1-15 13:02,2024-1-15 16:10,2024-1-15 16:25,,2024-1-15 16:32,0,2.02401E+13,2024-1-15 16:32,2.02401E+13,,S1070,K0780,WUR W190 ADPET W188 DAKPA/K0795S0890 W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN/K0796S0810 B330 MEXAD,2.02401E+13,-840,2024-1-15 13:06,25,,,6491872e5d404b1898ddd31473a55728,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2316,2024-1-15 13:14,2024-1-15 13:14,ARR,,51401,,41,159,,U,S,0,2,,N,N,W/Z,,0,,CSC,
110,0,0,CHB6270,ARR,A20N/M,B306W,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 12:55,2024-1-15 12:55,,,2024-1-15 13:20,2.02401E+13,,2.02401E+13,2024-1-15 12:51,2.02401E+13,0,2024-1-15 12:43,2024-1-15 12:59,2024-1-15 16:45,2024-1-15 16:37,,2024-1-15 17:05,0,2.02401E+13,,2.02401E+13,,S0950,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 OVRAL W242 SANUK W180 AKBEK,2.02401E+13,0,2024-1-15 13:20,25,,,a8b56f2564984faf9115c2c591c027c6,,,,0,,,0,0,,5,5,0,0,0,,,,U,N,A2332,2024-1-15 13:11,2024-1-15 13:11,ARR,,46057,,7,223,,U,S,0,2,,N,N,W/Z,,0,,CHB,
